129																																																																																																																													9344697	61520	Potion	73	A																				9097106	80158235	Stone	95	A																				9097106	6118	Board	151	A																				9097106	6118	SoulCrystal	208	A																				9097106	909710554	6118	Wax	497	A																				9097106	6118	Potion2	597	A																				9097106	909710554	6118	Mushroom	937	A																				9097106	6118	MagicScrolls	1033	A																				9097106	909710554	6118	SoulCrystal2	1465	A																				9097106	6118	EvilHoney	1508	A																				9097106	909710554	6118	Mushroom2	1637	A																				9097106	909710554	8015823539	SoulCrystal2	1766	A																				9097106	909710554	33550505387	EvilHoney	1896	A																				6375129	637512918	23747070871	Mushroom2	2009	A																																
130																																																																																																																													10185720	68902	Potion	73	A																				9915845	93785135	Stone	95	A																				9915845	7036	Board	169	A																				9915845	7036	SoulCrystal	208	A																				9915845	991584504	7036	Wax	497	A																				9915845	7036	Potion2	645	A																				9915845	991584504	7036	Mushroom	937	A																				9915845	7036	MagicScrolls	1033	A																				9915845	991584504	7036	SoulCrystal2	1465	A																				9915845	7036	EvilHoney	1594	A																				9915845	991584504	7036	Mushroom2	1637	A																				9915845	991584504	9378513541	SoulCrystal2	1766	A																				9915845	991584504	39254091303	EvilHoney	1896	A																				6566383	656638306	25171895123	Mushroom2	2009	A																																
131																																																																																																																													11102435	77170	Potion	84	A																				10808271	109728608	Stone	95	A																				10808271	8091	Board	169	A																				10808271	8091	SoulCrystal	208	A																				10808271	1080827109	8091	Wax	497	A																				10808271	8091	Potion2	645	A																				10808271	1080827109	8091	Mushroom	937	A																				10808271	8091	MagicScrolls	1033	A																				10808271	1080827109	8091	SoulCrystal2	1465	A																				10808271	8091	EvilHoney	1594	A																				10808271	1080827109	8091	Mushroom2	1637	A																				10808271	1080827109	10972860843	SoulCrystal2	1766	A																				10808271	1080827109	45927286824	EvilHoney	1896	A																				6763375	676337455	26682208830	Mushroom2	2009	A																																
132																																																																																																																													12101654	86431	Potion	84	A																				11781015	128382472	Stone	95	A																				11781015	9305	Board	169	A																				11781015	9305	SoulCrystal	208	A																				11781015	1178101549	9305	Wax	497	A																				11781015	9305	Potion2	645	A																				11781015	1178101549	9305	Mushroom	937	A																				11781015	9305	MagicScrolls	1033	A																				11781015	1178101549	9305	SoulCrystal2	1465	A																				11781015	9305	EvilHoney	1594	A																				11781015	1178101549	9305	Mushroom2	1637	A																				11781015	1178101549	12838247186	SoulCrystal2	1766	A																				11781015	1178101549	53734925584	EvilHoney	1896	A																				6966276	696627579	28283141360	Mushroom2	2009	A																																
133																																																																																																																													13190803	96802	Potion	84	A																				12841307	150207492	Stone	95	A																				12841307	10701	Board	169	A																				12841307	10701	SoulCrystal	208	A																				12841307	1284130689	10701	Wax	497	A																				12841307	10701	Potion2	645	A																				12841307	1284130689	10701	Mushroom	937	A																				12841307	10701	MagicScrolls	1033	A																				12841307	1284130689	10701	SoulCrystal2	1465	A																				12841307	10701	EvilHoney	1594	A																				12841307	1284130689	10701	Mushroom2	1637	A																				12841307	1284130689	15020749207	SoulCrystal2	1766	A																				12841307	1284130689	62869862934	EvilHoney	1896	A																				7175264	717526406	29980129842	Mushroom2	2009	A																																
134																																																																																																																													14377975	108419	Potion	84	A																				13997025	175742766	Stone	95	A																				13997025	12306	Board	169	A																				13997025	12306	SoulCrystal	208	A																				13997025	1399702451	12306	Wax	497	A																				13997025	12306	Potion2	645	A																				13997025	1399702451	12306	Mushroom	937	A																				13997025	12306	MagicScrolls	1033	A																				13997025	1399702451	12306	SoulCrystal2	1465	A																				13997025	12306	EvilHoney	1594	A																				13997025	1399702451	12306	Mushroom2	1637	A																				13997025	1399702451	17574276573	SoulCrystal2	1766	A																				13997025	1399702451	73557739633	EvilHoney	1896	A																				7390522	739052198	31778937632	Mushroom2	2009	A																																
135																																																																																																																													15671993	121429	Potion	84	A																				15256757	205619036	Stone	95	A																				15256757	14151	Board	169	A																				15256757	14151	SoulCrystal	208	A																				15256757	1525675671	14151	Wax	497	A																				15256757	14151	Potion2	645	A																				15256757	1525675671	14151	Mushroom	937	A																				15256757	14151	MagicScrolls	1033	A																				15256757	1525675671	14151	SoulCrystal2	1465	A																				15256757	14151	EvilHoney	1594	A																				15256757	1525675671	14151	Mushroom2	1637	A																				15256757	1525675671	20561903590	SoulCrystal2	1766	A																				15256757	1525675671	86062555370	EvilHoney	1896	A																				7612238	761223764	33685673890	Mushroom2	2009	A																																
136																																																																																																																													17082472	136001	Potion	84	A																				16629865	240574272	Stone	95	A																				16629865	16274	Board	169	A																				16629865	16274	SoulCrystal	208	A																				16629865	1662986482	16274	Wax	497	A																				16629865	16274	Potion2	645	A																				16629865	1662986482	16274	Mushroom	937	A																				16629865	16274	MagicScrolls	1033	A																				16629865	1662986482	16274	SoulCrystal2	1465	A																				16629865	16274	EvilHoney	1594	A																				16629865	1662986482	16274	Mushroom2	1637	A																				16629865	1662986482	24057427200	SoulCrystal2	1766	A																				16629865	1662986482	100693189783	EvilHoney	1896	A																				7840605	784060477	35706814323	Mushroom2	2009	A																																
137																																																																																																																													18619895	152321	Potion	84	A																				18126553	281471898	Stone	95	A																				18126553	18715	Board	169	A																				18126553	18715	SoulCrystal	208	A																				18126553	1812655265	18715	Wax	497	A																				18126553	18715	Potion2	645	A																				18126553	1812655265	18715	Mushroom	937	A																				18126553	18715	MagicScrolls	1033	A																				18126553	1812655265	18715	SoulCrystal2	1465	A																				18126553	18715	EvilHoney	1594	A																				18126553	1812655265	18715	Mushroom2	1637	A																				18126553	1812655265	28147189824	SoulCrystal2	1766	A																				18126553	1812655265	117811032046	EvilHoney	1896	A																				8075823	807582291	37849223183	Mushroom2	2009	A																																
138																																																																																																																													20295686	170599	Potion	84	A																				19757942	329322121	Stone	95	A																				19757942	21523	Board	169	A																				19757942	21523	SoulCrystal	208	A																				19757942	1975794239	21523	Wax	497	A																				19757942	21523	Potion2	645	A																				19757942	1975794239	21523	Mushroom	937	A																				19757942	21523	MagicScrolls	1033	A																				19757942	1975794239	21523	SoulCrystal2	1465	A																				19757942	21523	EvilHoney	1594	A																				19757942	1975794239	21523	Mushroom2	1637	A																				19757942	1975794239	32932212094	SoulCrystal2	1766	A																				19757942	1975794239	137838907494	EvilHoney	1896	A																				8318098	831809760	40120176574	Mushroom2	2009	A																																
139																																																																																																																													22122297	191071	Potion	84	A																				21536157	385306882	Stone	95	A																				21536157	24751	Board	169	A																				21536157	24751	SoulCrystal	208	A																				21536157	2153615720	24751	Wax	497	A																				21536157	24751	Potion2	645	A																				21536157	2153615720	24751	Mushroom	937	A																				21536157	24751	MagicScrolls	1033	A																				21536157	2153615720	24751	SoulCrystal2	1465	A																				21536157	24751	EvilHoney	1594	A																				21536157	2153615720	24751	Mushroom2	1637	A																				21536157	2153615720	38530688150	SoulCrystal2	1766	A																				21536157	2153615720	161271521768	EvilHoney	1896	A																				8567641	856764053	42527387168	Mushroom2	2009	A																																
140																																																																																																																													24113304	213999	Potion	84	A																				23474411	450809051	Stone	95	A																				23474411	28464	Board	169	A																				23474411	28464	SoulCrystal	230	A																				23474411	2347441135	28464	Wax	497	A																				23474411	28464	Potion2	645	A																				23474411	2347441135	28464	Mushroom	1004	A																				23474411	28464	MagicScrolls	1033	A																				23474411	2347441135	28464	SoulCrystal2	1465	A																				23474411	28464	EvilHoney	1594	A																				23474411	2347441135	28464	Mushroom2	1723	A																				23474411	2347441135	45080905136	SoulCrystal2	1766	A																				23474411	2347441135	188687680469	EvilHoney	1896	A																				8824670	882466975	45079030398	Mushroom2	2009	A																																
141																																																																																																																													52567003	150000	Book	134	A																				51174217	527446590	Stone	151	A																				51174217	32733	Board	208	A																				51174217	32733	SoulCrystal	273	A																				51174217	5117421674	32733	Wax	573	A																				51174217	32733	Potion2	904	A																				51174217	5117421674	32733	Mushroom	1000	A																				51174217	32733	MagicScrolls	1336	A																				51174217	5117421674	32733	SoulCrystal2	1518	A																				51174217	32733	EvilHoney	1652	A																				51174217	5117421674	32733	Mushroom2	1786	A																				51174217	5117421674	52744659009	SoulCrystal2	1830	A																				51174217	5117421674	220764586148	EvilHoney	1964	A																				17649339	1764933949	47783772222	Mushroom2	2009	A																																
142																																																																																																																													57298033	168000	Book	134	A																				55779896	617112510	Stone	151	A																				55779896	37643	Board	208	A																				55779896	37643	SoulCrystal	273	A																				55779896	5577989625	37643	Wax	573	A																				55779896	37643	Potion2	904	A																				55779896	5577989625	37643	Mushroom	1000	A																				55779896	37643	MagicScrolls	1336	A																				55779896	5577989625	37643	SoulCrystal2	1518	A																				55779896	37643	EvilHoney	1652	A																				55779896	5577989625	37643	Mushroom2	1786	A																				55779896	5577989625	61711251041	SoulCrystal2	1830	A																				52709444	5270944351	234010461317	Mushroom2	1964	A																				18178820	1817881967	50650798555	Mushroom2	2009	A																																
143																																																																																																																													62454856	188160	Book	134	A																				60800087	722021637	Stone	151	A																				60800087	43289	Board	208	A																				60800087	43289	SoulCrystal	273	A																				60800087	6080008691	43289	Wax	573	A																				60800087	43289	Potion2	904	A																				60800087	6080008691	43289	Mushroom	1000	A																				60800087	43289	MagicScrolls	1336	A																				60800087	6080008691	43289	SoulCrystal2	1518	A																				60800087	43289	EvilHoney	1652	A																				60800087	6080008691	43289	Mushroom2	1786	A																				60800087	6080008691	72202163718	SoulCrystal2	1830	A																				54290727	5429072682	248051088996	Mushroom2	1964	A																				18724184	1872418427	53689846469	Mushroom2	2009	A																																
144																																																																																																																													68075793	210739	Book	134	A																				66272095	844765315	Stone	151	A																				66272095	49783	Board	208	A																				66272095	49783	SoulCrystal	273	A																				66272095	6627209473	49783	Wax	573	A																				66272095	49783	Potion2	904	A																				66272095	6627209473	49783	Mushroom	1000	A																				66272095	49783	MagicScrolls	1336	A																				66272095	6627209473	49783	SoulCrystal2	1518	A																				66272095	49783	EvilHoney	1652	A																				66272095	6627209473	49783	Mushroom2	1786	A																				66272095	6627209473	84476531550	SoulCrystal2	1830	A																				55919449	5591944862	262934154336	Mushroom2	1964	A																				19285910	1928590979	56911237257	Mushroom2	2009	A																																
145																																																																																																																													74202614	236028	Book	134	A																				72236583	988375419	Stone	151	A																				72236583	57250	Board	208	A																				72236583	57250	SoulCrystal	273	A																				72236583	7223658326	57250	Wax	573	A																				72236583	57250	Potion2	904	A																				72236583	7223658326	57250	Mushroom	1000	A																				72236583	57250	MagicScrolls	1336	A																				72236583	7223658326	57250	SoulCrystal2	1518	A																				72236583	57250	EvilHoney	1652	A																				72236583	7223658326	57250	Mushroom2	1786	A																				72236583	7223658326	98837541913	SoulCrystal2	1830	A																				57597032	5759703208	278710203596	Mushroom2	1964	A																				19864487	1986448709	60325911492	Mushroom2	2009	A																																
146																																																																																																																													80880850	264351	Book	134	A																				78737876	1156399240	Stone	151	A																				78737876	65838	Board	208	A																				78737876	65838	SoulCrystal	273	A																				78737876	7873787575	65838	Wax	573	A																				78737876	65838	Potion2	904	A																				78737876	7873787575	65838	Mushroom	1000	A																				78737876	65838	MagicScrolls	1336	A																				78737876	7873787575	65838	SoulCrystal2	1518	A																				78737876	65838	EvilHoney	1652	A																				78737876	7873787575	65838	Mushroom2	1786	A																				78737876	7873787575	115639924038	SoulCrystal2	1830	A																				59324943	5932494304	295432815812	Mushroom2	1964	A																				20460422	2046042170	63945466182	Mushroom2	2009	A																																
147																																																																																																																													88160126	296073	Book	134	A																				85824285	1352987111	Stone	151	A																				85824285	75714	Board	208	A																				85824285	75714	SoulCrystal	273	A																				85824285	8582428457	75714	Wax	573	A																				85824285	75714	Potion2	904	A																				85824285	8582428457	75714	Mushroom	1000	A																				85824285	75714	MagicScrolls	1336	A																				85824285	8582428457	75714	SoulCrystal2	1518	A																				85824285	75714	EvilHoney	1652	A																				85824285	8582428457	75714	Mushroom2	1786	A																				85824285	8582428457	135298711125	SoulCrystal2	1830	A																				61104691	6110469133	313158784760	Mushroom2	1964	A																				21074234	2107423435	67782194153	Mushroom2	2009	A																																
148																																																																																																																													96094537	331602	Book	134	A																				93548470	1582994920	Stone	151	A																				93548470	87071	Board	208	A																				93548470	87071	SoulCrystal	273	A																				93548470	9354847018	87071	Wax	573	A																				93548470	87071	Potion2	904	A																				93548470	9354847018	87071	Mushroom	1000	A																				93548470	87071	MagicScrolls	1336	A																				93548470	9354847018	87071	SoulCrystal2	1518	A																				93548470	87071	EvilHoney	1652	A																				93548470	9354847018	87071	Mushroom2	1786	A																				93548470	9354847018	158299492016	SoulCrystal2	1830	A																				62937832	6293783207	331948311846	Mushroom2	1964	A																				21706461	2170646138	71849125802	Mushroom2	2009	A																																
149																																																																																																																													104743046	371394	Book	134	A																				101967832	1852104057	Stone	151	A																				101967832	100131	Board	208	A																				101967832	100131	SoulCrystal	273	A																				101967832	10196783250	100131	Wax	573	A																				101967832	100131	Potion2	904	A																				101967832	10196783250	100131	Mushroom	1000	A																				101967832	100131	MagicScrolls	1336	A																				101967832	10196783250	100131	SoulCrystal2	1518	A																				101967832	100131	EvilHoney	1652	A																				101967832	10196783250	100131	Mushroom2	1786	A																				101967832	10196783250	185210405659	SoulCrystal2	1830	A																				64825967	6482596703	351865210557	Mushroom2	1964	A																				22357655	2235765522	76160073350	Mushroom2	2009	A																																
150																																																																																																																													114169920	415962	Book	134	A																				111144937	2166961746	Stone	151	A																				111144937	115151	Board	208	A																				111144937	115151	SoulCrystal	273	A																				111144937	11114493742	115151	Wax	573	A																				111144937	115151	Potion2	904	A																				111144937	11114493742	115151	Mushroom	1000	A																				111144937	115151	MagicScrolls	1422	A																				111144937	11114493742	115151	SoulCrystal2	1518	A																				111144937	115151	EvilHoney	1652	A																				111144937	11114493742	115151	Mushroom2	1786	A																				111144937	11114493742	216696174621	SoulCrystal2	1920	A																				66770746	6677074605	372977123190	Mushroom2	1964	A																				23028385	2302838488	80729677751	Mushroom2	2009	A																																
151																																																																																																																													124445213	465877	Book	134	A																				121147982	2000	Board	151	A																				121147982	2000	SoulCrystal	208	A																				121147982	2000	BonesBlock	273	A																				121147982	12114798179	2000	Potion2	573	A																				121147982	2000	Mushroom	904	A																				121147982	12114798179	2000	MagicScrolls	1000	A																				121147982	2000	SoulCrystal2	1422	A																				121147982	12114798179	2000	EvilHoney	1518	A																				121147982	2000	Mushroom2	1652	A																				121147982	12114798179	60573990896	MagicScrolls	1786	A																				121147982	12114798179	253534524306	SoulCrystal2	1920	A																				68773868	6877386843	395355750581	Mushroom2	1964	A																				23719236	2371923643	85573458416	Mushroom2	2009	A																																
152																																																																																																																													135645282	521782	Book	134	A																				132051300	2300	Board	151	A																				132051300	2300	SoulCrystal	208	A																				132051300	2300	BonesBlock	273	A																				132051300	13205130015	2300	Potion2	573	A																				132051300	2300	Mushroom	904	A																				132051300	13205130015	2300	MagicScrolls	1000	A																				132051300	2300	SoulCrystal2	1422	A																				132051300	13205130015	2300	EvilHoney	1518	A																				132051300	2300	Mushroom2	1652	A																				132051300	13205130015	70871569349	MagicScrolls	1786	A																				132051300	13205130015	296635393439	SoulCrystal2	1920	A																				70837084	7083708448	419077095616	Mushroom2	1964	A																				24430814	2443081352	90707865921	Mushroom2	2009	A																																
153																																																																																																																													147853357	584396	Book	134	A																				143935917	2645	Board	151	A																				143935917	2645	SoulCrystal	208	A																				143935917	2645	BonesBlock	273	A																				143935917	14393591717	2645	Potion2	573	A																				143935917	2645	Mushroom	904	A																				143935917	14393591717	2645	MagicScrolls	1000	A																				143935917	2645	SoulCrystal2	1422	A																				143935917	14393591717	2645	EvilHoney	1518	A																				143935917	2645	Mushroom2	1652	A																				143935917	14393591717	82919736138	MagicScrolls	1786	A																				143935917	14393591717	347063410323	SoulCrystal2	1920	A																				72962197	7296219701	444221721353	Mushroom2	1964	A																				25163738	2516373792	96150337876	Mushroom2	2009	A																																
154																																																																																																																													161160159	654524	Book	134	A																				156890150	3042	Board	151	A																				156890150	3042	SoulCrystal	208	A																				156890150	3042	BonesBlock	273	A																				156890150	15689014971	3042	Potion2	573	A																				156890150	3042	Mushroom	904	A																				156890150	15689014971	3042	MagicScrolls	1000	A																				156890150	3042	SoulCrystal2	1422	A																				156890150	15689014971	3042	EvilHoney	1518	A																				156890150	3042	Mushroom2	1652	A																				156890150	15689014971	97016091282	MagicScrolls	1786	A																				156890150	15689014971	406064190078	SoulCrystal2	1920	A																				75151063	7515106292	470875024634	Mushroom2	1964	A																				25918650	2591865006	101919358149	Mushroom2	2009	A																																
155																																																																																																																													175664574	733067	Book	134	A																				171010263	3498	Board	151	A																				171010263	3498	SoulCrystal	208	A																				171010263	3498	BonesBlock	273	A																				171010263	17101026319	3498	Potion2	573	A																				171010263	3498	Mushroom	904	A																				171010263	17101026319	3498	MagicScrolls	1000	A																				171010263	3498	SoulCrystal2	1422	A																				171010263	17101026319	3498	EvilHoney	1518	A																				171010263	3498	Mushroom2	1652	A																				171010263	17101026319	113508826800	MagicScrolls	1786	A																				171010263	17101026319	475095102391	SoulCrystal2	1920	A																				77405595	7740559481	499127526113	Mushroom2	1964	A																				26696210	2669620956	108034519638	Mushroom2	2009	A																																
156																																																																																																																													191474385	821035	Book	134	A																				186401187	4023	Board	151	A																				186401187	4023	SoulCrystal	208	A																				186401187	4023	BonesBlock	273	A																				186401187	18640118687	4023	Potion2	573	A																				186401187	4023	Mushroom	904	A																				186401187	18640118687	4023	MagicScrolls	1000	A																				186401187	4023	SoulCrystal2	1422	A																				186401187	18640118687	4023	EvilHoney	1518	A																				186401187	4023	Mushroom2	1652	A																				186401187	18640118687	132805327355	MagicScrolls	1786	A																				186401187	18640118687	555861269798	SoulCrystal2	1920	A																				79727763	7972776266	529075177679	Mushroom2	1964	A																				27497096	2749709585	114516590816	Mushroom2	2009	A																																
157																																																																																																																													208707080	919559	Book	134	A																				203177294	4626	Board	151	A																				203177294	4626	SoulCrystal	208	A																				203177294	4626	BonesBlock	273	A																				203177294	20317729369	4626	Potion2	573	A																				203177294	4626	Mushroom	904	A																				203177294	20317729369	4626	MagicScrolls	1000	A																				203177294	4626	SoulCrystal2	1422	A																				203177294	20317729369	4626	EvilHoney	1518	A																				203177294	4626	Mushroom2	1652	A																				203177294	20317729369	155382233006	MagicScrolls	1786	A																				203177294	20317729369	650357685664	SoulCrystal2	1920	A																				82119596	8211959554	560819688340	Mushroom2	1964	A																				28322009	2832200873	121387586265	Mushroom2	2009	A																																
158																																																																																																																													227490717	1029906	Book	134	A																				221463250	5320	Board	151	A																				221463250	5320	SoulCrystal	208	A																				221463250	5320	BonesBlock	273	A																				221463250	22146325013	5320	Potion2	573	A																				221463250	5320	Mushroom	904	A																				221463250	22146325013	5320	MagicScrolls	1000	A																				221463250	5320	SoulCrystal2	1422	A																				221463250	22146325013	5320	EvilHoney	1518	A																				221463250	5320	Mushroom2	1652	A																				221463250	22146325013	181797212617	MagicScrolls	1786	A																				221463250	22146325013	760918492226	SoulCrystal2	1920	A																				84583183	8458318340	594468869640	Mushroom2	1964	A																				29171669	2917166899	128670841441	Mushroom2	2009	A																																
159																																																																																																																													247964882	1153495	Book	134	A																				241394943	6118	Board	151	A																				241394943	6118	SoulCrystal	208	A																				241394943	6118	BonesBlock	273	A																				241394943	24139494264	6118	Potion2	573	A																				241394943	6118	Mushroom	904	A																				241394943	24139494264	6118	MagicScrolls	1000	A																				241394943	6118	SoulCrystal2	1422	A																				241394943	24139494264	6118	EvilHoney	1518	A																				241394943	6118	Mushroom2	1652	A																				241394943	24139494264	212702738762	MagicScrolls	1786	A																				241394943	24139494264	890274635905	SoulCrystal2	1920	A																				87120679	8712067890	630137001819	Mushroom2	1964	A																				30046819	3004681906	136391091928	Mushroom2	2009	A																																
160																																																																																																																													270281721	1291914	Book	134	A																				263120487	7036	Board	169	A																				263120487	7036	SoulCrystal	208	A																				263120487	7036	BonesBlock	273	A																				263120487	26312048747	7036	Potion2	621	A																				263120487	7036	Mushroom	904	A																				263120487	26312048747	7036	MagicScrolls	1000	A																				263120487	7036	SoulCrystal2	1422	A																				263120487	26312048747	7036	EvilHoney	1607	A																				263120487	7036	Mushroom2	1652	A																				263120487	26312048747	248862204351	MagicScrolls	1786	A																				263120487	26312048747	1041621324009	SoulCrystal2	1920	A																				89734299	8973429927	667945221928	Mushroom2	1964	A																				30948224	3094822363	144574557443	Mushroom2	2009	A																																
161																																																																																																																													294607076	1446944	Book	134	A																				286801331	8091	Board	169	A																				286801331	8091	SoulCrystal	208	A																				286801331	8091	BonesBlock	273	A																				286801331	28680133135	8091	Potion2	621	A																				286801331	8091	Mushroom	904	A																				286801331	28680133135	8091	MagicScrolls	1000	A																				286801331	8091	SoulCrystal2	1422	A																				286801331	28680133135	8091	EvilHoney	1607	A																				286801331	8091	Mushroom2	1652	A																				286801331	28680133135	291168779091	MagicScrolls	1786	A																				286801331	28680133135	1218696949090	SoulCrystal2	1920	A																				179468599	17946859854	708021935244	Mushroom2	1964	A																				61896447	6189644726	153249030890	Mushroom2	2009	A																																
162																																																																																																																													321121713	1620577	Book	134	A																				312613451	9305	Board	169	A																				312613451	9305	SoulCrystal	208	A																				312613451	9305	BonesBlock	273	A																				312613451	31261345117	9305	Potion2	621	A																				312613451	9305	Mushroom	904	A																				312613451	31261345117	9305	MagicScrolls	1000	A																				312613451	9305	SoulCrystal2	1422	A																				312613451	31261345117	9305	EvilHoney	1607	A																				312613451	9305	Mushroom2	1652	A																				312613451	31261345117	340667471536	MagicScrolls	1786	A																				312613451	31261345117	1425875430435	SoulCrystal2	1920	A																				184852656	18485265650	750503251358	Mushroom2	1964	A																				63753341	6375334068	162443972743	Mushroom2	2009	A																																
163																																																																																																																													350022667	1815047	Book	134	A																				340748662	10701	Board	169	A																				340748662	10701	SoulCrystal	208	A																				340748662	10701	BonesBlock	273	A																				340748662	34074866177	10701	Potion2	621	A																				340748662	10701	Mushroom	904	A																				340748662	34074866177	10701	MagicScrolls	1000	A																				340748662	10701	SoulCrystal2	1422	A																				340748662	34074866177	10701	EvilHoney	1607	A																				340748662	10701	Mushroom2	1652	A																				340748662	34074866177	398580941698	MagicScrolls	1786	A																				340748662	34074866177	1668274253609	SoulCrystal2	1920	A																				190398236	19039823619	795533446440	Mushroom2	1964	A																				65665941	6566594090	172190611108	Mushroom2	2009	A																																
164																																																																																																																													381524707	2032852	Book	134	A																				371416041	12306	Board	169	A																				371416041	12306	SoulCrystal	208	A																				371416041	12306	BonesBlock	273	A																				371416041	37141604133	12306	Potion2	621	A																				371416041	12306	Mushroom	904	A																				371416041	37141604133	12306	MagicScrolls	1000	A																				371416041	12306	SoulCrystal2	1422	A																				371416041	37141604133	12306	EvilHoney	1607	A																				371416041	12306	Mushroom2	1652	A																				371416041	37141604133	466339701786	MagicScrolls	1786	A																				371416041	37141604133	1951880876723	SoulCrystal2	1920	A																				196110183	19611018328	843265453226	Mushroom2	1964	A																				67635919	6763591912	182522047774	Mushroom2	2009	A																																
165																																																																																																																													415861930	2276794	Book	134	A																				404843485	14151	Board	169	A																				404843485	14151	SoulCrystal	208	A																				404843485	14151	BonesBlock	273	A																				404843485	40484348505	14151	Potion2	621	A																				404843485	14151	Mushroom	904	A																				404843485	40484348505	14151	MagicScrolls	1000	A																				404843485	14151	SoulCrystal2	1422	A																				404843485	40484348505	14151	EvilHoney	1607	A																				404843485	14151	Mushroom2	1652	A																				404843485	40484348505	545617451090	MagicScrolls	1786	A																				404843485	40484348505	2283700625766	SoulCrystal2	1920	A																				201993489	20199348878	893861380420	Mushroom2	1964	A																				69664997	6966499670	193473370641	Mushroom2	2009	A																																
166																																																																																																																													453289504	2550010	Book	134	A																				441279399	16274	Board	169	A																				441279399	16274	SoulCrystal	208	A																				441279399	16274	BonesBlock	273	A																				441279399	44127939871	16274	Potion2	621	A																				441279399	16274	Mushroom	904	A																				441279399	44127939871	16274	MagicScrolls	1000	A																				441279399	16274	SoulCrystal2	1422	A																				441279399	44127939871	16274	EvilHoney	1607	A																				441279399	16274	Mushroom2	1652	A																				441279399	44127939871	638372417775	MagicScrolls	1786	A																				441279399	44127939871	2671929732146	SoulCrystal2	1920	A																				208053293	20805329344	947493063245	Mushroom2	1964	A																				71754947	7175494660	205081772879	Mushroom2	2009	A																																
167																																																																																																																													494085560	2856011	Book	134	A																				480994545	18715	Board	169	A																				480994545	18715	SoulCrystal	208	A																				480994545	18715	BonesBlock	273	A																				480994545	48099454459	18715	Potion2	621	A																				480994545	18715	Mushroom	904	A																				480994545	48099454459	18715	MagicScrolls	1000	A																				480994545	18715	SoulCrystal2	1422	A																				480994545	48099454459	18715	EvilHoney	1607	A																				480994545	18715	Mushroom2	1652	A																				480994545	48099454459	746895728797	MagicScrolls	1786	A																				480994545	48099454459	3126157786611	SoulCrystal2	1920	A																				214294892	21429489224	1004342647040	Mushroom2	1964	A																				73907595	7390759500	217386679252	Mushroom2	2009	A																																
168																																																																																																																													538553260	3198732	Book	134	A																				524284054	21523	Board	169	A																				524284054	21523	SoulCrystal	208	A																				524284054	21523	BonesBlock	273	A																				524284054	52428405360	21523	Potion2	621	A																				524284054	21523	Mushroom	904	A																				524284054	52428405360	21523	MagicScrolls	1000	A																				524284054	21523	SoulCrystal2	1422	A																				524284054	52428405360	21523	EvilHoney	1607	A																				524284054	21523	Mushroom2	1652	A																				524284054	52428405360	873868002692	MagicScrolls	1786	A																				524284054	52428405360	3657604610335	SoulCrystal2	1920	A																				220723739	22072373901	1064603205862	Mushroom2	1964	A																				76124823	7612482285	230429880007	Mushroom2	2009	A																																
169																																																																																																																													587023053	3582580	Book	134	A																				571469618	24751	Board	169	A																				571469618	24751	SoulCrystal	208	A																				571469618	24751	BonesBlock	273	A																				571469618	57146961843	24751	Potion2	621	A																				571469618	24751	Mushroom	904	A																				571469618	57146961843	24751	MagicScrolls	1000	A																				571469618	24751	SoulCrystal2	1422	A																				571469618	57146961843	24751	EvilHoney	1607	A																				571469618	24751	Mushroom2	1652	A																				571469618	57146961843	1022425563150	MagicScrolls	1786	A																				571469618	57146961843	4279397394092	SoulCrystal2	1920	A																				227345451	22734545118	1128479398214	Mushroom2	1964	A																				78408568	7840856753	244255672807	Mushroom2	2009	A																																
170																																																																																																																													639855128	4012490	Book	134	A																				622901884	28464	Board	169	A																				622901884	28464	SoulCrystal	230	A																				622901884	28464	BonesBlock	273	A																				622901884	62290188409	28464	Potion2	621	A																				622901884	28464	Mushroom	971	A																				622901884	62290188409	28464	MagicScrolls	1000	A																				622901884	28464	SoulCrystal2	1422	A																				622901884	62290188409	28464	EvilHoney	1607	A																				622901884	28464	Mushroom2	1741	A																				622901884	62290188409	1196237908886	MagicScrolls	1786	A																				622901884	62290188409	5006894951088	SoulCrystal2	1920	A																				234165815	23416581472	1196188162107	Mushroom2	1964	A																				80760825	8076082456	258911013176	Mushroom2	2009	A																																
171																																																																																																																													1394884179	4814987	Wood	186	A																				1357926107	32733	Board	208	A																				1357926107	32733	SoulCrystal	273	A																				1357926107	32733	BonesBlock	435	A																				1357926107	135792610731	32733	Potion2	870	A																				1357926107	32733	Mushroom	967	A																				1357926107	135792610731	32733	MagicScrolls	1293	A																				1357926107	32733	SoulCrystal2	1473	A																				1357926107	135792610731	32733	EvilHoney	1632	A																				1357926107	32733	Mushroom2	1768	A																				1357926107	135792610731	1399598353396	MagicScrolls	1813	A																				1357926107	135792610731	5858067092772	SoulCrystal2	1949	A																				241190789	24119078916	1267959451833	Mushroom2	1994	A																				83183649	8318364929	274445673966	Mushroom2	2040	A																																
